"",".id","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"606","64840275","Water resources expert.",37,136,12,830,"https://t.co/7OYHlXFSfB","Wondesn Michago Seid",2009-08-11 22:09:47,TRUE,FALSE,"Wondwosen","","en","64840275",0,FALSE,"http://pbs.twimg.com/profile_images/707245060845387776/OMgi0FJx_normal.jpg"
"607","91110889","Land professional seeking paradigm shift in global land governance, especially urban. Pro-youth, pro-poor, pro-environment.",1103,459,431,886,NA,"Kate Fairlie",2009-11-19 14:09:28,FALSE,FALSE,"katefairlie","The World","en","91110889",44,FALSE,"http://pbs.twimg.com/profile_images/418371784665096192/534e155__normal.jpeg"
"608","27219141","Harrow School/Oxford University/UCL.",651,102,593,610,NA,"Ollie Clamp",2009-03-28 12:22:31,FALSE,FALSE,"ollieclamp","London","en","27219141",0,FALSE,"http://pbs.twimg.com/profile_images/812319104744951808/O-n9UT0C_normal.jpg"
"609","771353617026670592","#TalkToUs if something's troubling you. Oxford Samaritans are here 24 hours a day, 365 days a year. We cannot offer support on Twitter.",1667,713,8298,1512,"https://t.co/JIWVrdK2tv","OxfordSams",2016-09-01 14:26:48,FALSE,FALSE,"OxfordSams","Oxford, England","en-gb","771353617026670592",12,FALSE,"http://pbs.twimg.com/profile_images/771355720218533889/y5YqCIUQ_normal.jpg"
"610","742481065","",49,10,37,131,NA,"Jeffrey Moore",2012-08-07 08:40:15,FALSE,FALSE,"wndrdub","","en","742481065",0,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"611","750724296138452992","News and updates from The Department of Zoology at the University of Oxford",709,1169,720,940,"https://t.co/YKiO7HRzGN","OxZooDept",2016-07-06 16:13:14,FALSE,FALSE,"OxZooDept","Oxford, England","en","750724296138452992",14,FALSE,"http://pbs.twimg.com/profile_images/884315438032842752/G1kN6suh_normal.jpg"
"612","429125361","Income and wealth distribution. Visiting Assistant Professor at the Stone Center - ARC Fellow at the Graduate Center CUNY. Associate at CSEF, Naples.",1172,632,345,1004,"https://t.co/bhaO4fMJFK","Salvatore Morelli",2011-12-05 15:57:55,FALSE,FALSE,"MorelliSal","New York, NY","en","429125361",15,FALSE,"http://pbs.twimg.com/profile_images/871820195786051585/He047MNA_normal.jpg"
"613","875719346982727680","Cleanhome South Oxon - domestic cleaners in Cirencester, Didcot, Wantage, Kingston Bagpuize, Abingdon, Burford, Brize Norton, North Swindon & surrounding areas",2,26,0,102,NA,"Cleanhome South Oxon",2017-06-16 14:18:57,FALSE,FALSE,"OxonSouth","Oxfordshire","en-gb","875719346982727680",1,FALSE,"http://pbs.twimg.com/profile_images/877448115015614464/LrL5gsvx_normal.jpg"
"614","866980538279616512","<ed><U+00A0><U+00BC><ed><U+00BC><U+00B9>If you looking in my eyes and your heart melt you are my man and I will love you forever, if i looking in your eyes and see all world i will be your and we<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>",13,317,13,4366,"https://t.co/cmb2zbsgpb","Karla Kush",2017-05-23 11:34:02,FALSE,FALSE,"karlakuzh","New York, USA","en","866980538279616512",2,FALSE,"http://pbs.twimg.com/profile_images/908422810300694528/LnE-upka_normal.jpg"
"615","2795685567","Oxford City of Sanctuary works with all who would like to see the city grow as a place that promotes the safety and inclusion of people seeking refuge",458,451,551,944,"http://t.co/Y9rUblipJj","Ox City of Sanctuary",2014-09-30 17:40:48,FALSE,FALSE,"OxfordCoS","Oxford, England","en-gb","2795685567",14,FALSE,"http://pbs.twimg.com/profile_images/517008177892560896/tRRkB1OV_normal.png"
"616","215890427","StMU School of Law Dean",82,139,189,565,"https://t.co/fQgIk86kwI","Stephen M. Sheppard",2010-11-15 05:50:24,FALSE,FALSE,"sheppardlegal","San Antonio, TX","en","215890427",0,FALSE,"http://pbs.twimg.com/profile_images/877216162148368386/g6CVDbw2_normal.jpg"
"617","811220585170829312","Languages | PolSci | Partner at #TechForGood startup @WeAreChatterbox, employing refugees in the UK as language tutors.",164,119,1104,637,"https://t.co/qiTQHQpbp2","LG",2016-12-20 14:43:54,FALSE,FALSE,"lenamgarrett","","en-gb","811220585170829312",2,FALSE,"http://pbs.twimg.com/profile_images/890616097862541313/_tvkkbEY_normal.jpg"
"618","850347947099336704","We're a social innovation lab focused on generating transformative solutions to the complex problems affecting today's youth.",1,16,0,31,NA,"Oxford Youth Lab",2017-04-07 14:02:04,FALSE,FALSE,"OxfordYouthLab","Oxford, England","en","850347947099336704",2,FALSE,"http://pbs.twimg.com/profile_images/850348637284683784/jdS-VKw__normal.jpg"
"619","593394503","Research Scientist at Bay. Previously: U. Oxford, NLPR/CAS, BIT. Interests in: computer vision and machine learning. All opinions are my own.",350,732,4718,398,"https://t.co/QFvEuvNatG","Shuai Kyle Zheng",2012-05-29 05:33:27,FALSE,FALSE,"bittnt","Berkeley, CA","en","593394503",33,FALSE,"http://pbs.twimg.com/profile_images/573944591080165376/-L_SBZlY_normal.jpeg"
"620","774737617283932160","",0,128,631,274,NA,"Halldór Benjamín",2016-09-10 22:33:36,FALSE,FALSE,"HalldorBenjamin","Iceland","en","774737617283932160",0,FALSE,"http://pbs.twimg.com/profile_images/818596814043705344/ssWoYePy_normal.jpg"
"621","4716659355","Oxford Symposium on Population, Migration & the Environment, devoted to scholarly research, writing and discourse; 7-8 December 2017 held at St Hugh's College",81,518,31,1297,"https://t.co/Wr6RDk1bjk","OSPME",2016-01-05 17:19:30,FALSE,FALSE,"OxfordSymposia1","","en","4716659355",4,FALSE,"http://pbs.twimg.com/profile_images/684425218299842561/33Fcqa0U_normal.jpg"
"622","2663144292","For by wise guidance you can wage your war. It's your journey, your fight, learn from it & move forward. No retreat, no surrender. #<U+58EF><U+5973><U+4EBA>",23522,925,32699,1600,NA,"Sam Khan",2014-07-20 14:32:57,FALSE,FALSE,"blessedwithwork","United Kingdom","en","2663144292",35,FALSE,"http://pbs.twimg.com/profile_images/935902429895385094/kIAwi9Jy_normal.jpg"
"623","875449143333765120","2/10/1996.
Natural de Güines.",1,4,2,147,NA,"Amalia",2017-06-15 20:25:15,FALSE,FALSE,"d_amelie96","","es","875449143333765120",0,FALSE,"http://pbs.twimg.com/profile_images/876971935686643713/aIJnj7VN_normal.jpg"
"624","383145422","@UCL postgrad currently working for @UniofOxford",2849,413,9501,448,NA,"Jacob Lawless",2011-10-01 10:38:10,TRUE,FALSE,"JacobFLawless","Oxford, England","en","383145422",0,FALSE,"http://pbs.twimg.com/profile_images/378800000591598368/bbf88f8291df9d6bc05f1d5135bd8438_normal.jpeg"
"625","68684301","Husband, Father, Mormon and Academic. 'Kindness begins with me.'",2217,122,465,94,NA,"Ian Finlay",2009-08-25 12:51:24,FALSE,FALSE,"Senecian","Oxford","en","68684301",5,FALSE,"http://pbs.twimg.com/profile_images/481790506846793729/zEf1T36H_normal.jpeg"
"626","468508852","Journaliste pour : Israël Magazine, Tribune juive, Le peuple Mag, Lev Haïr",519,720,86,4992,"http://t.co/kns2TrNskc","Magali Barthès",2012-01-19 16:27:28,FALSE,FALSE,"magalibarthes","Marseille","fr","468508852",21,FALSE,"http://pbs.twimg.com/profile_images/506811554616975361/dgnOxwUS_normal.jpeg"
"627","1172028973","Husband, Father, Author and above all Christ follower, Education Consultant, Mathematics & Science Teacher/Lecturer @ De Goodwill Education Limited",718,568,340,2930,"https://t.co/XmoGNHGL5f","Ibikunle Farajimakin",2013-02-12 13:49:53,FALSE,FALSE,"Farajimakin","Billingham","en","1172028973",1,FALSE,"http://pbs.twimg.com/profile_images/749682681898827776/flI33nhc_normal.jpg"
"628","37211722","<U+2728>Live | Light | Love<U+2728>",2371,536,1225,2452,"https://t.co/ntClx4M8Wn","Bijna K. Dasani",2009-05-02 15:03:56,TRUE,FALSE,"Biij","Explorer - Earth & Time","en","37211722",20,FALSE,"http://pbs.twimg.com/profile_images/889641359103197185/HC2hjQGi_normal.jpg"
"629","873607416037888000","<U+0627><U+0644><U+062D><U+0645><U+062F> <U+0627><U+0644><U+0644><U+0647>",391,21,471,142,NA,"Touqa",2017-06-10 18:26:53,FALSE,FALSE,"touqatouqa","","en","873607416037888000",1,FALSE,"http://pbs.twimg.com/profile_images/919629587687993344/dkUbQ6v6_normal.jpg"
"630","3306408678","Researcher (language and cognition in Early Childhood) and advocate for individuals w/ atypical dev and their 'cheerleaders'",196,28,257,100,NA,"Virginia Nolivos",2015-08-05 00:52:03,FALSE,FALSE,"virginianolivos","","en","3306408678",5,FALSE,"http://pbs.twimg.com/profile_images/718797976747937793/OXeP9ZtH_normal.jpg"
"631","20871948","",194,15,58,338,NA,"loma",2009-02-14 21:15:30,TRUE,FALSE,"louisemardon","","en","20871948",2,FALSE,"http://pbs.twimg.com/profile_images/526401130671378433/8gqg2vgd_normal.jpeg"
"632","350076301","",16,4,14,164,NA,"ahmad subhani",2011-08-07 05:00:00,FALSE,FALSE,"ahmadsubhani2","","en","350076301",0,FALSE,"http://pbs.twimg.com/profile_images/867243543626231809/t7w-LmiJ_normal.jpg"
"633","226745320","",8821,52,79,510,NA,"Andrij Halushka",2010-12-14 23:45:06,FALSE,FALSE,"chestnut_ah","","en","226745320",1,FALSE,"http://pbs.twimg.com/profile_images/741017167840350208/6O9OdZrP_normal.jpg"
"634","837202376901726208","",0,3,0,18,NA,"José da Costa Nunes",2017-03-02 07:26:15,TRUE,FALSE,"JAMdCN","Dundee, UK","en","837202376901726208",0,FALSE,"http://pbs.twimg.com/profile_images/874398432118616064/Zk1QcqQw_normal.jpg"
"635","3092245985","Population health, statistics, drawing. DPhil @UniofOxford @ExeterCollegeOx Research focuses on vascular epidemiology",23,13,139,125,NA,"Luanluan Sun",2015-03-16 00:55:38,FALSE,FALSE,"LuanSun","Oxford, England","en","3092245985",0,FALSE,"http://pbs.twimg.com/profile_images/904451117169475586/Jf-IqH3-_normal.jpg"
"636","17360732","Brewery, Corporate Affairs, Handball, Football and more| | I never lose. Either I win or I learn",3903,630,2595,1079,"https://t.co/IdqbxNkD9S","jernej smisl",2008-11-13 07:40:58,FALSE,FALSE,"jernejsmisl","46.296061000, 15.047344000","en","17360732",19,FALSE,"http://pbs.twimg.com/profile_images/906470584309223425/Oc_Sv7ew_normal.jpg"
"637","837791448","Globetrotting journalist and Viking enthusiast. Currently working with @SustainFirst.",51,49,8,220,NA,"Francesca Moll",2012-09-21 13:28:58,FALSE,FALSE,"FrancescaMoll","Oxford, England","en","837791448",3,FALSE,"http://pbs.twimg.com/profile_images/872455994491666433/ymEfrYNj_normal.jpg"
"638","2918122390","Head of International University Applications at Latymer Upper School",160,71,32,130,"http://t.co/pTwTUnrtyk","Latymer Int. Univs.",2014-12-12 17:43:36,FALSE,FALSE,"latymerIUA","Hammersmith, London","en-gb","2918122390",3,FALSE,"http://pbs.twimg.com/profile_images/558629763309264896/3Biwf2j6_normal.jpeg"
"639","136386985","Studying neural circuits of sensory perception in #autism, Oxford/MIT, #MSCA and @BBRFoundation Fellow in Helmchen lab. Founder of @cortexclub, Oxford <U+26BD><U+FE0F><ed><U+00A0><U+00BD><ed><U+00BA><U+00B4><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><U+26F0><U+FE0F>",186,126,114,935,"https://t.co/SxxTjuaApZ","Abhi Banerjee",2010-04-23 20:16:15,FALSE,FALSE,"abhii_mit","Zürich, Switzerland","en","136386985",3,FALSE,"http://pbs.twimg.com/profile_images/918821382535897088/2OKNahLt_normal.jpg"
"640","2749256224","",4,8,20,146,NA,"Adrian Van Hoorn",2014-08-21 16:31:05,FALSE,FALSE,"HoornAdrian","","en","2749256224",0,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"641","856489028","Management  Student, Passion #Journalist DigitalMedia Views Politics, @aiknews_in
View are Personal / RT is not endorsement. https://t.co/apTWWfyycF…",4876,528,583,4030,"https://t.co/gKIqn4BQ3p","Aurangzeb Khan",2012-10-01 14:46:18,FALSE,FALSE,"aurangzebmumtaz","Mumbai, India","en","856489028",12,FALSE,"http://pbs.twimg.com/profile_images/893449101127303169/_h0utE7K_normal.jpg"
"642","1580118246","Forever politically curious and unapologetically me! Interests: UK, MENA, International development and CVE.",201,62,686,310,NA,"Miski Abdi",2013-07-09 11:34:32,FALSE,FALSE,"Simply_Miski","London and Oxford, UK","en","1580118246",0,FALSE,"http://pbs.twimg.com/profile_images/876394785908695040/KI6zsiCI_normal.jpg"
"643","85916052","Global Product Manager - Water Electromagnetic Flowmeter",86,43,186,105,NA,"Joydip Sanyal",2009-10-28 21:21:19,FALSE,FALSE,"JoydipSanyal","Gloucester  UK","en","85916052",1,FALSE,"http://pbs.twimg.com/profile_images/1276837675/Joydip_Sanyal_Small_v1_normal.JPG"
"644","199870942","",5229,192,16874,2797,NA,"Mariano R Cagnola",2010-10-07 22:49:04,TRUE,FALSE,"marianrc1870","","en","199870942",1,FALSE,"http://pbs.twimg.com/profile_images/700681211698491392/2GhkD9di_normal.jpg"
"645","383826803","",571,172,1175,1495,NA,"Andre Orthmann",2011-10-02 15:55:03,FALSE,FALSE,"andreorthmann","São Paulo","pt","383826803",0,FALSE,"http://pbs.twimg.com/profile_images/576489703144292352/hx7y4hIv_normal.jpeg"
"646","2838402910","Oxford University Blues, Varsity team c.1885 - Oxford University Ice Hockey Club (OUIHC) @BUIHAinfo - tune in for news on the 2017-18 season #CentennialVarsity",550,334,763,312,"https://t.co/4SGiiTc77g","OxfordUni Ice Hockey",2014-10-20 19:17:17,FALSE,FALSE,"OUIHCMensBlues","Oxford University, Oxford, UK","en","2838402910",5,FALSE,"http://pbs.twimg.com/profile_images/922080422456111104/C0nyRteG_normal.jpg"
"647","864175922794070016","Partner, Global Co-Leader Capital Markets Practice & Global Leader Capital Markets Infrastructure Practice | McKinsey & Co. Views expressed are my own.",28,61,11,652,"https://t.co/ZTQhreWjIk","Matthias Voelkel",2017-05-15 17:49:30,TRUE,FALSE,"voelkelmatthias","Frankfurt am Main, Deutschland","en","864175922794070016",0,FALSE,"http://pbs.twimg.com/profile_images/865474203184644096/SEo5pk3K_normal.jpg"
"648","872704718472187904","",3,14,5,480,NA,"Tyler O'callaghan",2017-06-08 06:39:53,FALSE,FALSE,"tylerr_oc","","en-GB","872704718472187904",0,FALSE,"http://pbs.twimg.com/profile_images/878015157733117952/P_UjUwT0_normal.jpg"
"649","47625872","As fools rush in, where angels fear to tread. Alexander Pope",2206,235,2259,557,NA,"skyfolly",2009-06-16 13:41:50,FALSE,FALSE,"skyfolly","Hong Kong","en","47625872",0,FALSE,"http://pbs.twimg.com/profile_images/876400201832873985/7kNfprSs_normal.jpg"
"650","819675977701879808","Oxford Tutor and Naked Mathematician, Cambridge and Oxford graduate, lover of rock music and maths tattoos...",237,791,149,2906,"https://t.co/yeN79mQGZZ","Tom Crawford",2017-01-12 22:42:36,FALSE,FALSE,"tomrocksmaths","","en-gb","819675977701879808",12,FALSE,"http://pbs.twimg.com/profile_images/822018987429154816/_ZSjUW6m_normal.jpg"
"651","3143725923","We are mathematicians, physicists, coders, engineers and analysts solving problems in fixed income & asset allocation. This is our bite size thoughts I/O.",597,751,1297,3034,"http://t.co/1Az627GKPR","Razorbill Advisors",2015-04-07 12:56:02,FALSE,FALSE,"RZB_Advisors","4141 Sherbrooke west suite 420","en","3143725923",18,FALSE,"http://pbs.twimg.com/profile_images/585426288401379330/TTIlpKlX_normal.png"
"652","947015911","",42,0,10,199,NA,"Hanna",2012-11-14 03:50:53,TRUE,FALSE,"kiddie_hannah","","en","947015911",1,FALSE,"http://pbs.twimg.com/profile_images/3181487746/7d70a421302df666a8f86845120a72c0_normal.png"
"653","1400963894","• I Probably Love @StarWars More Than You | Whovian TardisBlue Geronimo! Shut up<ed><U+00A0><U+00BD><ed><U+00B6><U+0096><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>IG:sky_M4BWY|Winter is Coming<ed><U+00A0><U+00BD><ed><U+00B0><U+00BA> There is no try Xbox@|PSN: skywalkerV_<ed><U+00A0><U+00BC><ed><U+00BF><U+00B3><U+FE0F><U+200D><ed><U+00A0><U+00BC><ed><U+00BC><U+0088>",4621,218,3018,1698,"https://t.co/yEqRbIBH4h","<U+263E> Skywalker <ed><U+00A0><U+00BD><ed><U+00B1><U+00BD><ed><U+00A0><U+00BD><ed><U+00B6><U+0096><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>",2013-05-03 23:22:51,FALSE,FALSE,"skym4bwy","Yavin IV <ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7>","en","1400963894",3,FALSE,"http://pbs.twimg.com/profile_images/693769310464937984/q7it-Xf__normal.jpg"
"654","426012978","The next generation of alumni association management.",713,345,553,1422,"https://t.co/wpAxDlANsD","Alumni Spaces",2011-12-01 18:41:56,FALSE,FALSE,"AlumniSpaces","Brooklyn, NY & Springfield, MO","en","426012978",30,FALSE,"http://pbs.twimg.com/profile_images/3478148571/250ad74d67b974cd9f621dd8bb6ba0f2_normal.png"
"655","76560904","#TransboundaryRivers #WaterGovernace #HydroDiplomacy #SouthAsia @OxfamKH @Oxfam My tweets are my own.",4545,657,935,1038,NA,"Jyotiraj Patra",2009-09-23 04:43:44,FALSE,FALSE,"patrajyotiraj","Cambodia","en","76560904",178,FALSE,"http://pbs.twimg.com/profile_images/933954728420974592/wiLq9rox_normal.jpg"
"656","3178207920","Aligarh Muslim University(AMU)",60,283,1205,4691,NA,"Md.Abdullah",2015-04-28 14:00:56,TRUE,FALSE,"MdMda524360","Aligarh, India","en","3178207920",1,FALSE,"http://pbs.twimg.com/profile_images/871771332697968641/IOpjtmnv_normal.jpg"
"657","834492067493576704","",3,3,13,197,NA,"M.Raghavendra",2017-02-22 19:56:27,FALSE,FALSE,"MRaghav7080","","en","834492067493576704",0,FALSE,"http://pbs.twimg.com/profile_images/843516131025588225/x7-cdvHe_normal.jpg"
"658","307558410","Oxford Law graduate and perennial scarf-wearer who loves languages, dance & a good avocado. Tweets reflect my own opinions and attempts to navigate adult life.",5559,189,868,372,NA,"Louise F",2011-05-29 21:21:31,TRUE,FALSE,"LouiseF825","London","en","307558410",0,FALSE,"http://pbs.twimg.com/profile_images/378800000542646615/7b2047510f5b0b046992a0bac8b10bbf_normal.jpeg"
"659","1104260204","There was nowhere to go but everywhere, so just keep on rolling under the stars. - On the Road, Jack Kerouac",278,38,422,106,NA,"Sally Hayward",2013-01-19 17:47:47,FALSE,FALSE,"hayward_sally","Surrey/Oxford","en","1104260204",0,FALSE,"http://pbs.twimg.com/profile_images/884073310912434177/KuV3xuyF_normal.jpg"
"660","173944727","Education consultant helping communites in need navigate the college process with a focus on rural America; Global trainer specializing in aviation",3596,184,34,2301,NA,"y neal",2010-08-02 19:01:57,FALSE,FALSE,"leadinglady2010","","en","173944727",40,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"661","207768541","",80,23,18,368,NA,"Sheri",2010-10-26 00:28:19,FALSE,FALSE,"Sheri_Hasan","","en","207768541",0,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"662","2193084692","committed to connecting the rural last mile | CEO of @B2P | past MD @OxfordSeedFund & Skoll Venture Awards | @OxfordMBA | #DreamBigFilm | #socent ag + transport",1575,9268,2874,901,"https://t.co/UyrNngLZIX","Avery Bang",2013-11-13 22:57:18,FALSE,FALSE,"AveryBang","Denver, CO","en","2193084692",41,FALSE,"http://pbs.twimg.com/profile_images/856022796408848384/t3iAY9I0_normal.jpg"
"663","4344275058","impossible is only found a dictionary of fool! I can do,and tts what o believe<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B4><U+009D><ed><U+00A0><U+00BD><ed><U+00B4><U+009D>passion <ed><U+00A0><U+00BD><ed><U+00B4><U+009D><ed><U+00A0><U+00BD><ed><U+00B4><U+009D>",48,13,38,114,NA,"abdulahi abdiweli",2015-11-24 11:21:48,FALSE,FALSE,"abdallahyare","Liaoning","en","4344275058",0,FALSE,"http://pbs.twimg.com/profile_images/874105609213296641/gZVNfijR_normal.jpg"
"664","870693470393876480","it's my only chance",28,9,1,93,NA,"liuzhenli",2017-06-02 17:27:54,FALSE,FALSE,"liuzhenli","China","en","870693470393876480",0,FALSE,"http://pbs.twimg.com/profile_images/870707426634235904/i0GIxjgI_normal.jpg"
"665","790333980373573632","Lincoln said ""I am a firm believer in the people, if they are given the truth; they can be depended upon to meet any national crisis""",11981,441,18779,4948,NA,"Susan Stack",2016-10-23 23:27:59,FALSE,FALSE,"SusanStack10","United States","en","790333980373573632",2,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"666","2987457610","Executive Director, Michael Lee-Chin Family Institute for Corporate Citizenship, Rotman School of Management",23,109,19,393,"https://t.co/vVuOzIxt9E","Rod Lohin",2015-01-20 15:21:01,FALSE,FALSE,"Rod_Lohin","Toronto, Canada","en","2987457610",1,FALSE,"http://pbs.twimg.com/profile_images/870303788778659840/JQu5DGVd_normal.jpg"
"667","811911311005192192","All things #Oxford and Cowleyfornia in particular.",141,70,98,294,NA,"Cowley OX4",2016-12-22 12:28:35,FALSE,FALSE,"CowleyOX4","Oxford, England","en","811911311005192192",1,FALSE,"http://pbs.twimg.com/profile_images/811980927463227392/LD5m1Yke_normal.jpg"
"668","715810328","2nd eldest in Britain’s Brainiest Family | Author of @MathsManual | Creator of NEW YouTube Channel, Channel of Empowerment, to inspire people to be positive",14708,1673,7923,3718,"https://t.co/GnsdCn9aQc","Christiana Imafidon",2012-07-25 09:46:53,FALSE,FALSE,"TianaImafidon","London, England","en","715810328",434,FALSE,"http://pbs.twimg.com/profile_images/869691133890265089/i2ta-Hsn_normal.jpg"
"669","867690520360996864","A handy guide on choosing the right business school. 

(We might be a bit biased) 

#Whichbschool",72,16,77,129,"https://t.co/BJIVhmKUYr","Which B School",2017-05-25 10:35:15,FALSE,FALSE,"whichbschool","Oxford, England","en","867690520360996864",0,FALSE,"http://pbs.twimg.com/profile_images/870685184898629632/6UmLR5w0_normal.jpg"
"670","1001288384","PhD Researcher @LINCriminology I @OxfordCrim Alumna I Working on harms of state crime I TJ -Reparations | Passionate about @poetry @law @crim. Personal tweets",200,432,100,303,"https://t.co/5FTOaI3f1w","Furtuna Sheremeti",2012-12-10 09:13:15,TRUE,FALSE,"furtunna","Leuven & Prishtina","en-gb","1001288384",4,FALSE,"http://pbs.twimg.com/profile_images/934137509453467648/yvMRPZnO_normal.jpg"
"671","849270068","Magdalen College, Oxford has a major circulating library, a significant early printed & manuscript books collection, and an extensive archive.",617,970,192,569,"http://t.co/IacGNh6M52","Magdalen Libraries & Archives",2012-09-27 13:33:53,FALSE,FALSE,"MagdLibAndArch","Oxford, Oxfordshire","en","849270068",31,FALSE,"http://pbs.twimg.com/profile_images/876786077146779652/rqQHPMrl_normal.jpg"
"672","125732382","",5123,2574,1862,4923,NA,"Sandhya Rao",2010-03-23 17:58:51,FALSE,FALSE,"sandhya_c_rao","","en","125732382",208,FALSE,"http://pbs.twimg.com/profile_images/555367845375508480/-NXIccdW_normal.jpeg"
"673","1622353566","Fresh, new, vibrant and raw UK talent https://t.co/KHdYGtYpvh Vei as in 'day'!",1163,24803,2585,30494,"https://t.co/dU819K1rXX","Vei Music",2013-07-26 08:06:02,FALSE,FALSE,"Vei_Music_","London, England","en","1622353566",74,FALSE,"http://pbs.twimg.com/profile_images/794871276003323904/uuYADs1V_normal.jpg"
"674","21295094","Living and working in Oxfordshire.",89,9,8,36,NA,"Nick Field-Johnson",2009-02-19 12:49:38,FALSE,FALSE,"NFJ","Oxfordshire","en","21295094",1,FALSE,"http://pbs.twimg.com/profile_images/471252944784859136/WCX7pGIh_normal.jpeg"
"675","265902249","20 yrs TV news, with ITN, BBC. Former Money & consumer Corr. Studied at St Hugh's College Oxford University and HMSG. Random House author.",3545,583,12651,551,NA,"CharlotteH",2011-03-14 09:43:20,FALSE,FALSE,"5132N","London, England","en","265902249",13,FALSE,"http://pbs.twimg.com/profile_images/926138547928780802/SLB6fFcT_normal.jpg"
"676","831514442236063744","Account provides GCRF updates and ODA research funding opportunities relevant to University of Oxford.",394,329,119,433,NA,"GCRF_Oxford",2017-02-14 14:44:26,FALSE,FALSE,"Oxford_GCRF","Oxford, England","en-gb","831514442236063744",9,FALSE,"http://pbs.twimg.com/profile_images/884693485827358720/omeTFtXx_normal.jpg"
"677","830242771","Climate Change stakeholder; Sustainable Urban Development at University of Oxford - Global Green Growth Institute",29,24,27,90,NA,"Christophe",2012-09-18 02:44:32,FALSE,FALSE,"ledoublej","","en","830242771",3,FALSE,"http://pbs.twimg.com/profile_images/897855014198104065/N52eoKNJ_normal.jpg"
"678","502658515","Math-physicist, post-doc non standardised data set analysis methodology. Former journalist and ministerial press. pro-wrestling fan. sci,tech live here",364,80,34,1016,NA,"Captain Calculus",2012-02-25 07:52:38,FALSE,FALSE,"CalculusCaptain","New Zealand","en","502658515",0,FALSE,"http://pbs.twimg.com/profile_images/2857788529/7ab74db66d59dc7d102c38f7c9f003b3_normal.jpeg"
"679","1582622732","PhD researcher @LSE_ID | development politics | informal economies | Tunisia | Morocco | Libya | UK | Enthusiastic about scientific journalism & penguins",1002,561,538,998,"https://t.co/6PcFI6YUjK","Max Gallien",2013-07-10 08:55:56,FALSE,FALSE,"MaxGallien","London, England","en","1582622732",15,FALSE,"http://pbs.twimg.com/profile_images/495931387027812352/9IrnGj57_normal.jpeg"
"680","555514183","Because this is not a dress rehearsal...",1144,162,949,619,NA,"Rachel Martel",2012-04-16 23:45:59,FALSE,FALSE,"MartelRachel","Lincoln, England","en","555514183",5,FALSE,"http://pbs.twimg.com/profile_images/602252832071360514/WmfXTlms_normal.png"
"681","866695536312799232","",2,2,6,5,NA,"99CentsBargainEbooks",2017-05-22 16:41:33,FALSE,FALSE,"99CentsBargain","","en","866695536312799232",0,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"682","868562632680329216","",1,6,4,36,NA,"Alex Frantzis",2017-05-27 20:20:43,FALSE,FALSE,"AlexandrosFran3","Patras, Greece","en","868562632680329216",0,FALSE,"http://pbs.twimg.com/profile_images/868564726887964672/cIbOsCrP_normal.jpg"
"683","359721703","Canadian in London • Author of small stories • Holder of many opinions • Always on the hunt for a red front door •",167,63,522,237,"https://t.co/ZJ9fl8bZgw","Kylie",2011-08-22 02:12:51,FALSE,FALSE,"alice_and_lyra","London, England","en","359721703",1,FALSE,"http://pbs.twimg.com/profile_images/861216301657751552/JWJS0_Bq_normal.jpg"
"684","30982627","Full time: teacher and school leader - Part time: author and singer - Private Account/ Friends Only - Follow @teachpartington",123,45,12,349,NA,"Anthony Partington",2009-04-13 22:49:23,TRUE,FALSE,"ajpartington","Cambridgeshire","en","30982627",2,FALSE,"http://pbs.twimg.com/profile_images/454281948119441408/ixIPwGyP_normal.jpeg"
"685","3428114433","Postdoc at Intelligent Systems (Kampff) Lab, Sainsbury-Wellcome Centre. KCL and Oxford alumnus, with Butt, Molnar and Rico labs.

https://t.co/gNP0QgcxAV",1735,486,3936,1155,NA,"Andre Marques-Smith",2015-08-17 14:07:22,FALSE,FALSE,"TheFrontalLobe_","London, England","en","3428114433",19,FALSE,"http://pbs.twimg.com/profile_images/872887494534213632/Od_mwfIv_normal.jpg"
"686","3397116725","Designer",52,29,94,215,NA,"Selma Islami",2015-07-31 13:30:37,TRUE,FALSE,"islami_selma","","en","3397116725",0,FALSE,"http://pbs.twimg.com/profile_images/927288146991120391/ln_7H8h6_normal.jpg"
